4,9308
20,1943
14,3035
10,5674
1,14850
17,2433
15,2979
5,8368
6,8294
24,113
21,1031
11,4553
16,2840
7,7960
3,9690
19,2119
25,97
9,7031
8,7900
2,10869
12,3335
22,1022
13,3096
23,131
18,2298
26,84
